"","dbn","location_category_description","longitude","latitude","school_name","total_enrollment","n_female","p_female","n_male","p_male","n_asian","p_asian","n_black","p_black","n_hispanic","p_hispanic","n_multi_racial","p_multi_racial","n_native_american","p_native_american","n_white","p_white","n_missing_race_ethnicity_data","p_missing_race_ethnicity_data","n_students_with_disabilities","p_students_with_disabilities","n_english_language_learners","p_english_language_learners","n_poverty","p_poverty","economic_need_index","row_id"
"118","75K140","K-8",-73.9456,40.68192,"P.S. K140",361,63,17.5,298,82.5,10,2.8,231,64,100,27.7,2,0.6,6,1.7,10,2.8,2,0.6,361,100,30,8.3,"340",94.2,95,118
"119","75K141","K-12 all grades",-73.951575,40.656423,"P.S. K141",386,135,35,251,65,23,6,161,41.7,120,31.1,4,1,1,0.3,77,19.9,0,0,386,100,77,19.9,"347",89.9,92.6,119
"120","32K145","Elementary",-73.932388,40.701107,"P.S. 145 Andrew Jackson",501,239,47.7,262,52.3,3,0.6,32,6.4,450,89.8,2,0.4,2,0.4,12,2.4,0,0,101,20.2,89,17.8,"452",90.2,92.8,120
"121","15K146","Elementary",-74.002022,40.679462,"The Brooklyn New School, P.S. 146",722,370,51.2,352,48.8,36,5,122,16.9,163,22.6,99,13.7,2,0.3,300,41.6,0,0,221,30.6,28,3.9,"246",34.1,38.6,121
"122","14K147","Elementary",-73.93879,40.705005,"P.S. 147 Isaac Remsen",358,173,48.3,185,51.7,24,6.7,50,14,194,54.2,37,10.3,0,0,53,14.8,0,0,70,19.6,31,8.7,"233",65.1,70.6,122
"123","19K149","Elementary",-73.89276,40.669361,"P.S. 149 Danny Kaye",605,290,47.9,315,52.1,16,2.6,342,56.5,230,38,2,0.3,2,0.3,13,2.1,0,0,144,23.8,43,7.1,"568",93.9,89.2,123
"124","23K150","Elementary",-73.90514,40.668768,"P.S. 150 Christopher",191,87,45.5,104,54.5,4,2.1,116,60.7,66,34.6,1,0.5,1,0.5,2,1,1,0.5,50,26.2,14,7.3,"Above 95%",95,95,124
"125","32K151","Elementary",-73.908242,40.693432,"P.S. 151 Lyndon B. Johnson",326,141,43.3,185,56.7,3,0.9,38,11.7,273,83.7,1,0.3,2,0.6,9,2.8,0,0,59,18.1,91,27.9,"296",90.8,90.8,125
"126","22K152","Elementary",-73.954269,40.632619,"School of Science & Technology",595,279,46.9,316,53.1,54,9.1,342,57.5,168,28.2,10,1.7,3,0.5,18,3,0,0,127,21.3,91,15.3,"493",82.9,84.3,126
"127","22K152","Elementary",-73.954269,40.632619,"School of Science & Technology",595,279,46.9,316,53.1,54,9.1,342,57.5,168,28.2,10,1.7,3,0.5,18,3,0,0,127,21.3,91,15.3,"493",82.9,84.3,127
"128","21K153","Elementary",-73.960027,40.601179,"P.S. 153 Homecrest",585,281,48,304,52,151,25.8,9,1.5,201,34.4,2,0.3,23,3.9,199,34,0,0,113,19.3,154,26.3,"452",77.3,81.6,128
"129","15K154","Elementary",-73.975967,40.657002,"The Windsor Terrace School",534,262,49.1,272,50.9,42,7.9,20,3.7,87,16.3,30,5.6,1,0.2,354,66.3,0,0,111,20.8,19,3.6,"74",13.9,17.4,129
"130","23K155","K-8",-73.908682,40.677634,"P.S./ I.S. 155 Nicholas Herkimer",388,189,48.7,199,51.3,9,2.3,190,49,177,45.6,0,0,5,1.3,6,1.5,1,0.3,79,20.4,72,18.6,"Above 95%",95,91.6,130
"131","23K156","Elementary",-73.91788,40.665553,"P.S. 156 Waverly",577,282,48.9,295,51.1,7,1.2,452,78.3,106,18.4,6,1,4,0.7,2,0.3,0,0,120,20.8,9,1.6,"522",90.5,89.5,131
"132","14K157","K-8",-73.959999,40.695397,"P.S./I.S. 157 The Benjamin Franklin Health & Scien",399,183,45.9,216,54.1,1,0.3,74,18.5,310,77.7,1,0.3,1,0.3,12,3,0,0,116,29.1,67,16.8,"334",83.7,88.3,132
"133","19K158","Elementary",-73.885214,40.67259,"P.S. 158 Warwick",505,271,53.7,234,46.3,8,1.6,239,47.3,241,47.7,1,0.2,10,2,6,1.2,0,0,90,17.8,32,6.3,"450",89.1,88.2,133
"134","19K159","Elementary",-73.869705,40.676111,"P.S. 159 Isaac Pitkin",756,373,49.3,383,50.7,328,43.4,205,27.1,192,25.4,4,0.5,16,2.1,11,1.5,0,0,127,16.8,112,14.8,"649",85.8,89.6,134
"135","20K160","Elementary",-73.999045,40.636932,"P.S. 160 William T. Sampson",1234,589,47.7,645,52.3,1100,89.1,1,0.1,82,6.6,2,0.2,2,0.2,47,3.8,0,0,173,14,683,55.3,"1,091",88.4,93,135
"136","17K161","Elementary",-73.949243,40.665757,"P.S. 161 The Crown",336,155,46.1,181,53.9,16,4.8,262,78,40,11.9,4,1.2,6,1.8,7,2.1,1,0.3,81,24.1,33,9.8,"306",91.1,86.6,136
"137","32K162","Junior High-Intermediate-Middle",-73.919643,40.706816,"J.H.S. 162 The Willoughby",317,165,52.1,152,47.9,12,3.8,17,5.4,281,88.6,0,0,2,0.6,5,1.6,0,0,68,21.5,68,21.5,"280",88.3,91.4,137
"138","20K163","K-8",-74.007469,40.606739,"P.S. 163 Bath Beach",633,308,48.7,325,51.3,189,29.9,7,1.1,232,36.7,1,0.2,0,0,204,32.2,0,0,133,21,127,20.1,"512",80.9,78.2,138
"139","20K164","Elementary",-73.985739,40.637101,"P.S. 164 Caesar Rodney",674,342,50.7,332,49.3,293,43.5,3,0.4,288,42.7,2,0.3,5,0.7,83,12.3,0,0,131,19.4,97,14.4,"569",84.4,89.5,139
"140","23K165","Elementary",-73.910938,40.657061,"P.S. 165 Ida Posner",286,131,45.8,155,54.2,0,0,230,80.4,37,12.9,2,0.7,1,0.3,16,5.6,0,0,70,24.5,3,1,"237",82.9,86.5,140
"141","32K168","High school",-73.911751,40.696457,"The Brooklyn School for Math and Research",304,132,43.4,172,56.6,11,3.6,143,47,133,43.8,2,0.7,2,0.7,7,2.3,6,2,62,20.4,32,10.5,"278",91.4,82.1,141
"142","15K169","Elementary",-74.0017,40.645825,"P.S. 169 Sunset Park",1261,625,49.6,636,50.4,783,62.1,4,0.3,419,33.2,5,0.4,8,0.6,42,3.3,0,0,240,19,573,45.4,"1,162",92.1,93.7,142
"143","20K170","Elementary",-74.018719,40.630373,"Ralph A. Fabrizio School",1019,474,46.5,545,53.5,588,57.7,4,0.4,179,17.6,5,0.5,6,0.6,237,23.3,0,0,147,14.4,323,31.7,"921",90.4,82.8,143
"144","20K170","Elementary",-74.018719,40.630373,"Ralph A. Fabrizio School",1019,474,46.5,545,53.5,588,57.7,4,0.4,179,17.6,5,0.5,6,0.6,237,23.3,0,0,147,14.4,323,31.7,"921",90.4,82.8,144
"145","19K171","Junior High-Intermediate-Middle",-73.869434,40.685852,"I.S. 171 Abraham Lincoln",385,162,42.1,223,57.9,32,8.3,30,7.8,312,81,0,0,7,1.8,4,1,0,0,68,17.7,113,29.4,"359",93.2,89,145
"146","15K172","Elementary",-74.000191,40.657682,"P.S. 172 Beacon School of Excellence",580,298,51.4,282,48.6,49,8.4,24,4.1,413,71.2,4,0.7,2,0.3,87,15,1,0.2,188,32.4,117,20.2,"465",80.2,70,146
"147","20K176","Elementary",-74.005205,40.624835,"P.S. 176 Ovington",1224,588,48,636,52,843,68.9,9,0.7,233,19,8,0.7,4,0.3,127,10.4,0,0,152,12.4,291,23.8,"1,053",86,82.4,147
"148","21K177","Elementary",-73.974425,40.608169,"P.S. 177 The Marlboro",985,496,50.4,489,49.6,315,32,12,1.2,288,29.2,4,0.4,10,1,356,36.1,0,0,183,18.6,326,33.1,"758",77,80.6,148
"149","23K178","K-8",-73.915337,40.67538,"P.S. 178 Saint Clair Mckelway",320,151,47.2,169,52.8,6,1.9,223,69.7,70,21.9,2,0.6,6,1.9,13,4.1,0,0,59,18.4,19,5.9,"289",90.3,91.5,149
"150","20K179","Elementary",-73.97726,40.640127,"P.S. 179 Kensington",807,414,51.3,393,48.7,455,56.4,31,3.8,192,23.8,2,0.2,7,0.9,120,14.9,0,0,121,15,331,41,"671",83.1,88.5,150
"151","20K180","K-8",-73.98925,40.626454,"The SEEALL Academy",1072,510,47.6,562,52.4,475,44.3,12,1.1,325,30.3,11,1,5,0.5,244,22.8,0,0,191,17.8,275,25.7,"947",88.3,85,151
"152","17K181","K-8",-73.945883,40.648217,"P.S. 181 Brooklyn",615,285,46.3,330,53.7,11,1.8,517,84.1,61,9.9,1,0.2,10,1.6,15,2.4,0,0,125,20.3,87,14.1,"498",81,84.1,152
"153","84K182","Elementary",-73.960137,40.711915,"Success Academy Charter School - Williamsburg",447,230,51.5,217,48.5,29,6.5,107,23.9,224,50.1,13,2.9,5,1.1,68,15.2,1,0.2,79,17.7,34,7.6,"261",58.4,67.6,153
"154","23K184","K-8",-73.905004,40.660385,"P.S. 184 Newport",523,243,46.5,280,53.5,3,0.6,360,68.8,145,27.7,1,0.2,5,1,9,1.7,0,0,151,28.9,22,4.2,"480",91.8,95,154
"155","20K185","Elementary",-74.033429,40.623598,"P.S. 185 Walter Kassenbrock",643,321,49.9,322,50.1,44,6.8,5,0.8,134,20.8,24,3.7,1,0.2,435,67.7,0,0,117,18.2,48,7.5,"262",40.7,41.3,155
"156","20K186","Elementary",-73.994258,40.610917,"P.S. 186 Dr. Irving A Gladstone",1118,563,50.4,555,49.6,443,39.6,5,0.4,308,27.5,6,0.5,5,0.4,351,31.4,0,0,175,15.7,346,30.9,"820",73.3,76.5,156
"157","20K187","Junior High-Intermediate-Middle",-74.003883,40.627929,"The Christa McAuliffe School\I.S. 187",982,516,52.5,466,47.5,716,72.9,16,1.6,67,6.8,6,0.6,0,0,176,17.9,1,0.1,109,11.1,34,3.5,"615",62.6,60,157
"158","21K188","Elementary",-74.000489,40.576733,"P.S. 188 Michael E. Berdy",344,166,48.3,178,51.7,17,4.9,166,48.3,132,38.4,6,1.7,4,1.2,19,5.5,0,0,94,27.3,27,7.8,"316",91.9,93.5,158
"159","17K189","K-8",-73.925435,40.665228,"P.S. 189 The Bilingual Center",1000,507,50.7,493,49.3,24,2.4,710,71,231,23.1,2,0.2,10,1,23,2.3,0,0,152,15.2,154,15.4,"894",89.4,84.1,159
"160","19K190","Elementary",-73.894877,40.662243,"P.S. 190 Sheffield",190,106,55.8,84,44.2,6,3.2,133,70,37,19.5,1,0.5,1,0.5,12,6.3,0,0,33,17.4,11,5.8,"180",94.7,91.1,160
"161","17K191","Elementary",-73.924127,40.67173,"P.S. 191 Paul Robeson",173,88,50.9,85,49.1,4,2.3,140,80.9,22,12.7,3,1.7,2,1.2,2,1.2,0,0,56,32.4,8,4.6,"161",93.1,91,161
"162","20K192","K-8",-73.97954,40.6288,"P.S. 192 - The Magnet School for Math and Science",642,324,50.5,318,49.5,109,17,15,2.3,296,46.1,0,0,4,0.6,218,34,0,0,142,22.1,167,26,"542",84.4,89,162
"163","22K193","Elementary",-73.950321,40.62208,"P.S. 193 Gil Hodges",652,326,50,326,50,109,16.7,244,37.4,91,14,19,2.9,42,6.4,147,22.5,0,0,136,20.9,122,18.7,"495",75.9,68.9,163
"164","22K194","Elementary",-73.934163,40.598069,"P.S. 194 Raoul Wallenberg",545,275,50.5,270,49.5,83,15.2,251,46.1,100,18.3,3,0.6,2,0.4,106,19.4,0,0,165,30.3,61,11.2,"483",88.6,90.9,164
"165","22K195","Elementary",-73.943498,40.580161,"P.S. 195 Manhattan Beach",486,252,51.9,234,48.1,9,1.9,6,1.2,8,1.6,4,0.8,0,0,459,94.4,0,0,34,7,77,15.8,"146",30,29.5,165
"166","14K196","Elementary",-73.939385,40.708804,"P.S. 196 Ten Eyck",309,173,56,136,44,3,1,58,18.8,230,74.4,7,2.3,3,1,8,2.6,0,0,72,23.3,33,10.7,"261",84.5,87,166
"167","22K197","Elementary",-73.951398,40.612339,"P.S. 197 - The Kings Highway Academy",857,438,51.1,419,48.9,192,22.4,68,7.9,85,9.9,7,0.8,8,0.9,497,58,0,0,142,16.6,273,31.9,"583",68,71.6,167
"168","22K198","Elementary",-73.937083,40.637601,"P.S. 198 Brooklyn",391,203,51.9,188,48.1,10,2.6,330,84.4,40,10.2,1,0.3,4,1,6,1.5,0,0,91,23.3,5,1.3,"317",81.1,75.7,168
"169","21K199","Elementary",-73.963026,40.61631,"P.S. 199 Frederick Wachtel",571,273,47.8,298,52.2,131,22.9,37,6.5,121,21.2,5,0.9,6,1.1,271,47.5,0,0,132,23.1,147,25.7,"475",83.2,82.5,169
"170","20K200","Elementary",-74.001915,40.602809,"P.S. 200 Benson School",1335,640,47.9,695,52.1,454,34,5,0.4,286,21.4,12,0.9,6,0.4,572,42.8,0,0,184,13.8,347,26,"1,116",83.6,79.5,170
"171","20K201","Junior High-Intermediate-Middle",-74.013749,40.619043,"J.H.S. 201 The Dyker Heights",1743,810,46.5,933,53.5,957,54.9,7,0.4,272,15.6,4,0.2,2,0.1,498,28.6,3,0.2,224,12.9,153,8.8,"1,275",73.1,66.8,171
"172","19K202","Elementary",-73.876084,40.665817,"P.S. 202 Ernest S. Jenkyns",352,175,49.7,177,50.3,11,3.1,197,56,129,36.6,2,0.6,2,0.6,11,3.1,0,0,90,25.6,38,10.8,"334",94.9,94.1,172
"173","22K203","Elementary",-73.925732,40.622108,"P.S. 203 Floyd Bennett School",605,296,48.9,309,51.1,58,9.6,440,72.7,61,10.1,19,3.1,2,0.3,25,4.1,0,0,153,25.3,36,6,"416",68.8,70.3,173
"174","20K204","Elementary",-74.006137,40.613535,"P.S. 204 Vince Lombardi",1114,515,46.2,599,53.8,596,53.5,5,0.4,225,20.2,2,0.2,4,0.4,281,25.2,1,0.1,205,18.4,135,12.1,"806",72.4,67.1,174
"175","20K205","Elementary",-73.986792,40.614737,"P.S. 205 Clarion",1297,673,51.9,624,48.1,754,58.1,20,1.5,283,21.8,0,0,7,0.5,233,18,0,0,245,18.9,236,18.2,"893",68.9,75.3,175
"176","22K206","K-8",-73.948453,40.596876,"P.S. 206 Joseph F Lamb",1529,777,50.8,752,49.2,708,46.3,25,1.6,158,10.3,16,1,12,0.8,610,39.9,0,0,189,12.4,370,24.2,"1,061",69.4,63.7,176
"177","22K207","K-8",-73.930485,40.613981,"P.S. 207 Elizabeth G. Leary",1082,498,46,584,54,173,16,343,31.7,178,16.5,29,2.7,6,0.6,353,32.6,0,0,193,17.8,46,4.3,"507",46.9,43.3,177
"178","18K208","Elementary",-73.930898,40.6427,"P.S. 208 Elsa Ebeling",339,168,49.6,171,50.4,10,2.9,301,88.8,24,7.1,2,0.6,1,0.3,1,0.3,0,0,96,28.3,12,3.5,"283",83.5,75.7,178
"179","21K209","K-8",-73.961191,40.5868,"P.S. 209 Margaret Mead",742,355,47.8,387,52.2,219,29.5,22,3,203,27.4,9,1.2,3,0.4,286,38.5,0,0,195,26.3,174,23.5,"578",77.9,74.7,179
"180","18K211","Junior High-Intermediate-Middle",-73.895224,40.642931,"I.S. 211 John Wilson",342,181,52.9,161,47.1,5,1.5,274,80.1,40,11.7,4,1.2,5,1.5,13,3.8,1,0.3,101,29.5,37,10.8,"276",80.7,76.2,180
"181","21K212","Elementary",-73.985368,40.587612,"P.S. 212 Lady Deborah Moody",694,351,50.6,343,49.4,234,33.7,79,11.4,255,36.7,7,1,2,0.3,117,16.9,0,0,176,25.4,148,21.3,"598",86.2,85.1,181
"182","19K213","Elementary",-73.889968,40.659845,"P.S. 213 New Lots",259,128,49.4,131,50.6,10,3.9,185,71.4,43,16.6,0,0,5,1.9,15,5.8,1,0.4,49,18.9,22,8.5,"235",90.7,91.9,182
"183","19K214","Elementary",-73.862961,40.675881,"P.S. 214 Michael Friedsam",865,422,48.8,443,51.2,462,53.4,89,10.3,265,30.6,0,0,15,1.7,34,3.9,0,0,132,15.3,122,14.1,"718",83,88,183
"184","21K215","Elementary",-73.970171,40.602722,"P.S. 215 Morris H. Weiss",827,414,50.1,413,49.9,223,27,8,1,220,26.6,5,0.6,4,0.5,367,44.4,0,0,130,15.7,172,20.8,"587",71,69.9,184
"185","21K216","Elementary",-73.969647,40.59,"P.S. 216 Arturo Toscanini",765,399,52.2,366,47.8,212,27.7,21,2.7,142,18.6,3,0.4,9,1.2,378,49.4,0,0,149,19.5,182,23.8,"577",75.4,72.9,185
"186","22K217","Elementary",-73.966442,40.633482,"P.S. 217 Colonel David Marcus School",1123,554,49.3,569,50.7,603,53.7,90,8,187,16.7,24,2.1,7,0.6,212,18.9,0,0,157,14,272,24.2,"874",77.8,80.9,186
"187","19K218","Junior High-Intermediate-Middle",-73.874537,40.67002,"J.H.S. 218 James P. Sinnott",378,176,46.6,202,53.4,55,14.6,163,43.1,144,38.1,2,0.5,6,1.6,8,2.1,0,0,106,28,96,25.4,"355",93.9,94.1,187
"188","18K219","Elementary",-73.922296,40.658834,"P.S. 219 Kennedy-King",364,173,47.5,191,52.5,4,1.1,299,82.1,43,11.8,2,0.5,4,1.1,12,3.3,0,0,107,29.4,45,12.4,"310",85.2,88.5,188
"189","20K220","Junior High-Intermediate-Middle",-74.00125,40.640997,"J.H.S. 220 John J. Pershing",1494,689,46.1,805,53.9,749,50.1,11,0.7,656,43.9,2,0.1,5,0.3,69,4.6,2,0.1,250,16.7,416,27.8,"1,299",86.9,91,189
"190","17K221","Elementary",-73.935753,40.663964,"P.S. 221 Toussaint L'Ouverture",226,112,49.6,114,50.4,2,0.9,200,88.5,20,8.8,0,0,0,0,4,1.8,0,0,42,18.6,7,3.1,"189",83.6,86.4,190
"191","22K222","Elementary",-73.939205,40.614005,"P.S. 222 Katherine R. Snyder",860,397,46.2,463,53.8,185,21.5,113,13.1,155,18,22,2.6,3,0.3,379,44.1,3,0.3,203,23.6,104,12.1,"420",48.8,41.3,191
"192","20K223","Junior High-Intermediate-Middle",-73.982424,40.6351,"J.H.S. 223 The Montauk",892,394,44.2,498,55.8,484,54.3,24,2.7,263,29.5,1,0.1,7,0.8,113,12.7,0,0,147,16.5,225,25.2,"Above 95%",95,91.3,192
"193","19K224","Elementary",-73.866542,40.664143,"P.S. 224 Hale A. Woodruff",332,167,50.3,165,49.7,9,2.7,198,59.6,115,34.6,1,0.3,6,1.8,3,0.9,0,0,87,26.2,30,9,"312",94,94.1,193
"194","21K225","K-8",-73.955856,40.58026,"P.S. K225 - The Eileen E. Zaglin",1005,450,44.8,555,55.2,208,20.7,22,2.2,344,34.2,1,0.1,10,1,420,41.8,0,0,197,19.6,356,35.4,"835",83.1,86.4,194
"195","21K226","K-8",-73.977099,40.615405,"P.S. 226 Alfred De B. Mason",1029,488,47.4,541,52.6,299,29.1,16,1.6,316,30.7,8,0.8,11,1.1,379,36.8,0,0,186,18.1,273,26.5,"838",81.4,79.1,195
"196","20K227","Junior High-Intermediate-Middle",-73.995961,40.622102,"J.H.S. 227 Edward B. Shallow",1637,722,44.1,915,55.9,914,55.8,8,0.5,523,31.9,3,0.2,3,0.2,186,11.4,0,0,258,15.8,364,22.2,"1,474",90,84.5,196
"197","21K228","Junior High-Intermediate-Middle",-73.976801,40.60066,"I.S. 228 David A. Boody",1498,685,45.7,813,54.3,452,30.2,72,4.8,335,22.4,9,0.6,5,0.3,623,41.6,2,0.1,215,14.4,185,12.3,"1,154",77,71.5,197
"198","20K229","K-8",-74.013585,40.610331,"P.S. 229 Dyker",1252,622,49.7,630,50.3,763,60.9,16,1.3,173,13.8,11,0.9,3,0.2,285,22.8,1,0.1,188,15,136,10.9,"763",60.9,53.6,198
"199","15K230","Elementary",-73.980515,40.645609,"P.S. 230 Doris L. Cohen",1103,540,49,563,51,500,45.3,24,2.2,383,34.7,20,1.8,2,0.2,174,15.8,0,0,210,19,235,21.3,"813",73.7,77.1,199
"200","75K231","K-8",-73.98925,40.626454,"P.S. K231",322,66,20.5,256,79.5,69,21.4,62,19.3,73,22.7,4,1.2,1,0.3,113,35.1,0,0,321,99.7,107,33.2,"274",85.1,87.6,200
"201","18K233","Elementary",-73.914282,40.651642,"P.S. 233 Langston Hughes",332,157,47.3,175,52.7,3,0.9,298,89.8,24,7.2,0,0,0,0,7,2.1,0,0,64,19.3,8,2.4,"277",83.4,72.4,201
"202","22K234","Junior High-Intermediate-Middle",-73.955217,40.604447,"J.H.S. 234 Arthur W. Cunningham",1557,800,51.4,757,48.6,412,26.5,203,13,229,14.7,12,0.8,17,1.1,682,43.8,2,0.1,231,14.8,144,9.2,"1,145",73.5,68.3,202
"203","18K235","K-8",-73.940922,40.655337,"P.S. 235 Janice Marie Knight School",1174,643,54.8,531,45.2,22,1.9,1073,91.4,39,3.3,15,1.3,6,0.5,13,1.1,6,0.5,112,9.5,9,0.8,"775",66,55.5,203
"204","22K236","Elementary",-73.912005,40.615494,"P.S. 236 Mill Basin",605,313,51.7,292,48.3,74,12.2,104,17.2,79,13.1,31,5.1,3,0.5,314,51.9,0,0,95,15.7,38,6.3,"235",38.8,36,204
"205","21K238","K-8",-73.964586,40.608801,"P.S. 238 Anne Sullivan",605,306,50.6,299,49.4,135,22.3,15,2.5,293,48.4,7,1.2,0,0,155,25.6,0,0,125,20.7,243,40.2,"520",86,89.2,205
"206","21K239","Junior High-Intermediate-Middle",-73.992447,40.57864,"Mark Twain I.S. 239 for the Gifted & Talented",1345,754,56.1,591,43.9,376,28,82,6.1,97,7.2,41,3,2,0.1,683,50.8,64,4.8,185,13.8,16,1.2,"510",37.9,38.4,206
"207","22K240","Junior High-Intermediate-Middle",-73.946836,40.623788,"Andries Hudde",678,307,45.3,371,54.7,113,16.7,390,57.5,115,17,2,0.3,7,1,51,7.5,0,0,172,25.4,103,15.2,"580",85.5,82.4,207
"208","17K241","Elementary",-73.960924,40.668913,"P.S. 241 Emma L. Johnston",457,245,53.6,212,46.4,3,0.7,379,82.9,42,9.2,12,2.6,0,0,21,4.6,0,0,39,8.5,39,8.5,"390",85.3,79.8,208
"209","16K243","Elementary",-73.935093,40.675675,"P.S. 243K- The Weeksville School",216,102,47.2,114,52.8,6,2.8,155,71.8,51,23.6,0,0,3,1.4,1,0.5,0,0,57,26.4,11,5.1,"205",94.9,92.2,209
"210","18K244","Elementary",-73.925592,40.647851,"P.S. 244 Richard R. Green",427,181,42.4,246,57.6,10,2.3,380,89,26,6.1,2,0.5,1,0.2,7,1.6,1,0.2,107,25.1,15,3.5,"367",85.9,73.3,210
"211","22K245","Elementary",-73.962743,40.644927,"P.S. 245",269,135,50.2,134,49.8,5,1.9,135,50.2,113,42,1,0.4,12,4.5,3,1.1,0,0,74,27.5,24,8.9,"254",94.4,82.7,211
"212","17K246","Junior High-Intermediate-Middle",-73.95348,40.648352,"M.S. 246 Walt Whitman",416,196,47.1,220,52.9,11,2.6,284,68.3,93,22.4,0,0,8,1.9,20,4.8,0,0,91,21.9,117,28.1,"347",83.4,85.5,212
"213","20K247","Elementary",-73.987195,40.612247,"P.S. 247 Brooklyn",853,436,51.1,417,48.9,456,53.5,5,0.6,106,12.4,1,0.1,3,0.4,282,33.1,0,0,183,21.5,219,25.7,"564",66.1,71.4,213
"214","17K249","Elementary",-73.966456,40.649509,"P.S. 249 The Caton",853,425,49.8,428,50.2,58,6.8,358,42,390,45.7,6,0.7,10,1.2,31,3.6,0,0,172,20.2,171,20,"639",74.9,78,214
"215","14K250","Elementary",-73.945659,40.706708,"P.S. 250 George H. Lindsay",407,195,47.9,212,52.1,71,17.4,58,14.3,274,67.3,3,0.7,0,0,1,0.2,0,0,69,17,44,10.8,"333",81.8,87.2,215
"216","22K251","Elementary",-73.923894,40.63195,"P.S. 251 Paerdegat",432,225,52.1,207,47.9,14,3.2,315,72.9,56,13,6,1.4,18,4.2,23,5.3,0,0,86,19.9,25,5.8,"346",80.1,82.7,216
"217","21K253","Elementary",-73.961962,40.580237,"P.S. 253",944,410,43.4,534,56.6,347,36.8,6,0.6,337,35.7,5,0.5,9,1,240,25.4,0,0,157,16.6,202,21.4,"790",83.7,89.3,217
"218","22K254","Elementary",-73.95155,40.591103,"P.S. 254 Dag Hammarskjold",749,338,45.1,411,54.9,210,28,5,0.7,53,7.1,2,0.3,1,0.1,478,63.8,0,0,99,13.2,164,21.9,"425",56.7,55.4,218
"219","22K255","Elementary",-73.955891,40.604461,"P.S. 255 Barbara Reing School",865,430,49.7,435,50.3,193,22.3,20,2.3,96,11.1,8,0.9,8,0.9,540,62.4,0,0,149,17.2,199,23,"661",76.4,74.2,219
"220","13K256","Elementary",-73.94961,40.690595,"P.S. 256 Benjamin Banneker",214,114,53.3,100,46.7,1,0.5,130,60.7,73,34.1,2,0.9,1,0.5,7,3.3,0,0,36,16.8,29,13.6,"203",94.9,88.9,220
"221","14K257","Elementary",-73.941345,40.702759,"P.S. 257 John F. Hylan",547,269,49.2,278,50.8,2,0.4,116,21.2,415,75.9,1,0.2,1,0.2,10,1.8,2,0.4,151,27.6,75,13.7,"468",85.6,90,221
"222","20K259","Junior High-Intermediate-Middle",-74.014633,40.626089,"J.H.S. 259 William McKinley",1864,881,47.3,983,52.7,881,47.3,15,0.8,367,19.7,8,0.4,3,0.2,584,31.3,6,0.3,245,13.1,186,10,"1,457",78.2,74.8,222
"223","15K261","Elementary",-73.988667,40.687218,"P.S. 261 Philip Livingston",784,368,46.9,416,53.1,51,6.5,150,19.1,143,18.2,65,8.3,2,0.3,373,47.6,0,0,166,21.2,35,4.5,"277",35.3,35.3,223
"224","16K262","Elementary",-73.930132,40.682949,"P.S. 262 El Hajj Malik El Shabazz Elementary Schoo",160,79,49.4,81,50.6,2,1.3,125,78.1,22,13.8,1,0.6,1,0.6,9,5.6,0,0,29,18.1,4,2.5,"144",90,85.3,224
"225","20K264","Elementary",-74.029444,40.621025,"P.S. 264 Bay Ridge Elementary School For The Arts",461,228,49.5,233,50.5,48,10.4,13,2.8,147,31.9,6,1.3,1,0.2,246,53.4,0,0,106,23,64,13.9,"298",64.6,62.2,225
"226","13K265","Secondary School",-73.976104,40.697177,"Dr. Susan S. McKinney Secondary School of the Arts",301,171,56.8,130,43.2,5,1.7,214,71.1,70,23.3,1,0.3,6,2,4,1.3,1,0.3,87,28.9,9,3,"256",85,89.3,226
"227","13K266","Junior High-Intermediate-Middle",-73.976648,40.678809,"M.S. K266 - Park Place Community Middle School",166,74,44.6,92,55.4,0,0,109,65.7,50,30.1,0,0,0,0,7,4.2,0,0,50,30.1,6,3.6,"126",75.9,76.2,227
"228","16K267","Junior High-Intermediate-Middle",-73.932066,40.68797,"M.S. 267 Math, Science & Technology",198,104,52.5,94,47.5,1,0.5,145,73.2,42,21.2,0,0,7,3.5,3,1.5,0,0,67,33.8,8,4,"174",87.9,90,228
"229","18K268","Elementary",-73.92756,40.657421,"P.S. 268 Emma Lazarus",320,153,47.8,167,52.2,4,1.3,284,88.7,21,6.6,0,0,3,0.9,8,2.5,0,0,59,18.4,21,6.6,"262",81.9,83.3,229
"230","13K270","Elementary",-73.961134,40.691275,"P.S. 270 Johann DeKalb",94,44,46.8,50,53.2,7,7.4,55,58.5,30,31.9,1,1.1,0,0,1,1.1,0,0,28,29.8,10,10.6,"89",94.7,91.5,230
"231","18K272","Elementary",-73.886373,40.635542,"P.S. 272 Curtis Estabrook",437,212,48.5,225,51.5,15,3.4,313,71.6,75,17.2,2,0.5,12,2.7,20,4.6,0,0,153,35,25,5.7,"402",92,91.3,231
"232","19K273","Elementary",-73.879276,40.6585,"P.S. 273 Wortman",329,174,52.9,155,47.1,4,1.2,237,72,80,24.3,0,0,4,1.2,4,1.2,0,0,81,24.6,10,3,"279",84.8,89.1,232
"233","32K274","Elementary",-73.92818,40.694179,"P.S. 274 Kosciusko",364,183,50.3,181,49.7,2,0.5,43,11.8,310,85.2,0,0,3,0.8,6,1.6,0,0,66,18.1,101,27.7,"Above 95%",95,90.6,233
